headword;pronunciation;POS;accent;schAccent;schGraph;nbSyll;page
['physiologist'];['fi(zi(o(lo(ji(st'];['/n/'];['physio@logist'];['00100'];['CCVCVV1CVCVCC'];['5'];['phrase-pickeer']
['physiology'];['fi(zi(o(lo(jy('];['/n/'];['physio@logy'];['00100'];['CCVCVV1CVCV'];['5'];['phrase-pickeer']
['phytivorous'];['fi)ti(vi(ru(s'];['/adj/'];['phyti@vorous'];['0100'];['CCVCV1CVCVVC'];['4'];['phrase-pickeer']
['phytography'];['fi)to(gra(fy('];['/n/'];['phyto@graphy'];['0100'];['CCVCV1CCVCCV'];['4'];['phrase-pickeer']
['phytology'];['fi)to(lo(jy('];['/n/'];['phy@tology'];['1000'];['CCV1CVCVCV'];['4'];['phrase-pickeer']
['piacle'];['pi)a(kl'];['/n/'];['pi@acle'];['10'];['CV1VCCV'];['2'];['phrase-pickeer']
['piacular'];['pi)a(keuli(r'];['/adj/'];['pia@cular'];['0100'];['CVV1CVCVC'];['4'];['phrase-pickeer']
['piaculous'];['pi)a(keulu(s'];['/adj/'];['pia@culous'];['0100'];['CVV1CVCVVC'];['4'];['phrase-pickeer']
['pia-mater'];['pi)a(maiti(r'];['/n/'];['pia-mater'];[];[];[];[]
['pianet'];['pi)a(ni(t'];['/n/'];['pi@anet'];['100'];['CV1VCVC'];['3'];['phrase-pickeer']
['piaster'];['pi)a(sti(r'];['/n/'];['pi@aster'];['100'];['CV1VCCVC'];['3'];['phrase-pickeer']
['piazza'];['pi)a(za('];['/n/'];['pia@zza'];['010'];['CVV1CCV'];['3'];['phrase-pickeer']
['pica'];['pi)ka('];['/n/'];['pi@ca'];['10'];['CV1CV'];['2'];['phrase-pickeer']
['picaroon'];['pi)ka(roon'];['/n/'];['picaro@on'];['001'];['CVCVCV1VC'];['3'];['phrase-pickeer']
['piccage'];['pi(ki(dsh'];['/n/'];['pi@ccage'];['10'];['CV1CCVCV'];['2'];['phrase-pickeer']
['pick'];['pi(k'];['/n/v/'];['pick'];['0'];['CVCC'];['1'];['phrase-pickeer']
['pickaxe'];['pi(ka(ks'];['/n/'];['pi@ckaxe'];['10'];['CV1CCVCV'];['2'];['phrase-pickeer']
['pickback'];['pi(kba(k'];['/adj/'];['pi@ckback'];['10'];['CV1CCCVCC'];['2'];['phrase-pickeer']
['picked'];['pi(ki(d'];['/adj/'];['pi@cked'];['10'];['CV1CCVC'];['2'];['phrase-pickeer']
['pickeer'];['pi(keer'];['/v/'];['pi@ckeer'];['10'];['CV1CCVVC'];['2'];['phrase-pickeer']
['picker'];['pi(ki(r'];['/n/'];['pi@cker'];['10'];['CV1CCVC'];['2'];['picker-piked']
['pickerel'];['pi(kre(l'];['/n/'];['pi@ckerel'];['100'];['CV1CCVCVC'];['3'];['picker-piked']
['pickle'];['pi(kl'];['/n/v/'];['pi@ckle'];['1'];['CV1CCCV'];['1'];['picker-piked']
['pickleherring'];['pi(klhe(ri(n'];['/n/'];['pi@ckleherring'];['1000'];['CV1CCCVCVCCVCC'];['4'];['picker-piked']
['picklock'];['pi(klo(k'];['/n/'];['pi@cklock'];['10'];['CV1CCCVCC'];['2'];['picker-piked']
['pickpocket'];['pi(kpo(ki(t'];['/n/'];['pi@ckpocket'];['100'];['CV1CCCVCCVC'];['3'];['picker-piked']
['picktooth'];['pi(ktooth'];['/n/'];['pi@cktooth'];['10'];['CV1CCCVVCC'];['2'];['picker-piked']
['pickthank'];['pi(ktha(nk'];['/n/'];['pi@ckthank'];['10'];['CV1CCCCVCC'];['2'];['picker-piked']
['pict'];['pi(kt'];['/n/'];['pict'];['0'];['CVCC'];['1'];['picker-piked']
['pictorial'];['pi(kto)ri(i(l'];['/adj/'];['picto@rial'];['0100'];['CVCCV1CVVC'];['4'];['picker-piked']
['picture'];['pi(ktyu(r'];['/n/v/'];['pi@cture'];['10'];['CV1CCVCV'];['2'];['picker-piked']
['piddle'];['pi(dl'];['/v/'];['pi@ddle'];['1'];['CV1CCCV'];['1'];['picker-piked']
['piddler'];['pi(dli(r'];['/n/'];['pi@ddler'];['10'];['CV1CCCVC'];['2'];['picker-piked']
['pie'];['py)'];['/n/'];['pie'];['0'];['CVV'];['1'];['picker-piked']
['piebald'];['pi)bawld'];['/n/'];['pie@bald'];['10'];['CVV1CVCC'];['2'];['picker-piked']
['piece'];['peess'];['/n/v/'];['piece'];['0'];['CVVCV'];['1'];['picker-piked']
['piecer'];['peessi(r'];['/n/v/'];['pie@cer'];['10'];['CVV1CVC'];['2'];['picker-piked']
['pieceless'];['peesli(ss'];['/adj/'];['pie@celess'];['10'];['CVV1CVCVCC'];['2'];['picker-piked']
['piecemeal'];['peessmeel'];['/a/'];['pie@cemeal'];['10'];['CVV1CVCVVC'];['2'];['picker-piked']
['pied'];['pi)i(d'];['/adj/'];['pie@d'];['01'];['CVV1C'];['2'];['picker-piked']
['piedness'];['pi)i(dni(ss'];['/n/'];['pie@dness'];['010'];['CVV1CCVCC'];['3'];['picker-piked']
['piepowder'];['pi)po*wdi(r'];['/n/'];['pi@epowder'];['100'];['CV1VCVCCVC'];['3'];['picker-piked']
['pier'];['peer'];['/n/'];['pier'];['0'];['CVVC'];['1'];['picker-piked']
['pierce'];['peerss'];['/v/'];['pierce'];['0'];['CVVCCV'];['1'];['picker-piked']
['pierce'];['pe(rss'];['/v/'];['pierce'];['0'];['CVVCCV'];['1'];['picker-piked']
['piercer'];['pe(rsi(r'];['/n/'];['pie@rcer'];['10'];['CVV1CCVC'];['2'];['picker-piked']
['piercingly'];['pe(rsi(ngly('];['/adv/'];['pie@rcingly'];['100'];['CVV1CCVCCCV'];['3'];['picker-piked']
['piercingness'];['pe(rsi(ngni(ss'];['/n/'];['pie@rcingness'];['100'];['CVV1CCVCCCVCC'];['3'];['picker-piked']
['piety'];['pi)i(ty('];['/n/'];['pi@ety'];['100'];['CV1VCV'];['3'];['picker-piked']
['pig'];['pi(g'];['/n/v/'];['pig'];['0'];['CVC'];['1'];['picker-piked']
['pigeon'];['pi(ju(n'];['/n/'];['pi@geon'];['10'];['CV1CVVC'];['2'];['picker-piked']
['pigeonfoot'];['pi(ju(nfu(t'];['/n/'];['pi@geonfoot'];['100'];['CV1CVVCCVVC'];['3'];['picker-piked']
['pigeonlivered'];['pi(ju(nli(vi(rd'];['/adj/'];['pi@geonlivered'];['1000'];['CV1CVVCCVCVCVC'];['4'];['picker-piked']
['piggin'];['pi(gi(n'];['/n/'];['pi@ggin'];['10'];['CV1CCVC'];['2'];['picker-piked']
['pigment'];['pi(gmi(nt'];['/n/'];['pi@gment'];['10'];['CV1CCVCC'];['2'];['picker-piked']
['pigmy'];['pi(gmy('];['/n/'];['pi@gmy'];['10'];['CV1CCV'];['2'];['picker-piked']
['pignoration'];['pi(gno(raishu(n'];['/n/'];['pignora@tion'];['0010'];['CVCCVCV1CVVC'];['4'];['picker-piked']
['pignut'];['pi(gnu(t'];['/n/'];['pi@gnut'];['10'];['CV1CCVC'];['2'];['picker-piked']
['pigsney'];['pi(gzny('];['/n/'];['pi@gsney'];['10'];['CV1CCCVV'];['2'];['picker-piked']
['pigwidgeon'];['pi(gwi(dju(n'];['/n/v/'];['pigwi@dgeon'];['010'];['CVCCV1CCVVC'];['3'];['picker-piked']
['pike'];['pi)k'];['/n/'];['pike'];['0'];['CVCV'];['1'];['picker-piked']
['piked'];['pi)ki(d'];['/adj/'];['pi@ked'];['10'];['CV1CVC'];['2'];['picker-piked']
['pikeman'];['pi)kma(n'];['/n/'];['pi@keman'];['100'];['CV1CVCVC'];['3'];['pikeman-pindust']
['pikestaff'];['pi)ksta(f'];['/n/'];['pi@kestaff'];['100'];['CV1CVCCVCC'];['3'];['pikeman-pindust']
['pilaster'];['pi)la(sti(r'];['/n/'];['pila@ster'];['010'];['CVCV1CCVC'];['3'];['pikeman-pindust']
['pilcher'];['pi(ltshi(r'];['/n/'];['pi@lcher'];['10'];['CV1CCCVC'];['2'];['pikeman-pindust']
['pile'];['pi)l'];['/n/v/'];['pile'];['0'];['CVCV'];['1'];['pikeman-pindust']
['pileated'];['pi)lyaiti(d'];['/adj/'];['pi@leated'];['100'];['CV1CVVCVC'];['3'];['pikeman-pindust']
['piler'];['pi)li(r'];['/n/'];['pi@ler'];['10'];['CV1CVC'];['2'];['pikeman-pindust']
['pilfer'];['pi(lfi(r'];['/v/'];['pi@lfer'];['10'];['CV1CCVC'];['2'];['pikeman-pindust']
['pilferer'];['pi(lfi(ri(r'];['/n/'];['pi@lferer'];['100'];['CV1CCVCVC'];['3'];['pikeman-pindust']
['pilferingly'];['pi(lfi(ri(ngly('];['/adv/'];['pi@lferingly'];['1000'];['CV1CCVCVCCCV'];['4'];['pikeman-pindust']
['pilfery'];['pi(lfi(ry('];['/n/'];['pi@lfery'];['100'];['CV1CCVCV'];['3'];['pikeman-pindust']
['pilgrim'];['pi(lgri(m'];['/n/v/'];['pi@lgrim'];['10'];['CV1CCCVC'];['2'];['pikeman-pindust']
['pilgrimage'];['pi(lgri(mi(dsh'];['/n/'];['pi@lgrimage'];['100'];['CV1CCCVCVCV'];['3'];['pikeman-pindust']
['pill'];['peel'];['/n/v/'];['pill'];['0'];['CVCC'];['1'];['pikeman-pindust']
['pillage'];['pi(li(dsh'];['/n/v/'];['pi@llage'];['10'];['CV1CCVCV'];['2'];['pikeman-pindust']
['pillager'];['pi(li(dshi(r'];['/n/'];['pi@llager'];['100'];['CV1CCVCVC'];['3'];['pikeman-pindust']
['pillar'];['pi(li(r'];['/n/'];['pi@llar'];['10'];['CV1CCVC'];['2'];['pikeman-pindust']
['pillared'];['pi(li(ri(d'];['/adj/'];['pi@llared'];['100'];['CV1CCVCVC'];['3'];['pikeman-pindust']
['pillion'];['pi(lyu(n'];['/n/'];['pi@llion'];['10'];['CV1CCVVC'];['2'];['pikeman-pindust']
['pillory'];['pi(lu(ry('];['/n/v/'];['pi@llory'];['100'];['CV1CCVCV'];['3'];['pikeman-pindust']
['pillow'];['pi(lo)'];['/n/'];['pi@llow'];['10'];['CV1CCVC'];['2'];['pikeman-pindust']
['pillowbeer'];['pi(lo(beer'];['/n/'];['pi@llowbeer'];['100'];['CV1CCVCCVVC'];['3'];['pikeman-pindust']
['pillowcase'];['pi(lo(kaiss'];['/n/'];['pi@llowcase'];['100'];['CV1CCVCCVCV'];['3'];['pikeman-pindust']
['pilosity'];['pi)lo(si(ty('];['/n/'];['pilo@sity'];['0100'];['CVCV1CVCV'];['4'];['pikeman-pindust']
['pilot'];['pi)lu(t'];['/n/v/'];['pi@lot'];['10'];['CV1CVC'];['2'];['pikeman-pindust']
['pilotage'];['pi)lu(ti(dsh'];['/n/'];['pi@lotage'];['100'];['CV1CVCVCV'];['3'];['pikeman-pindust']
['pimenta'];['pi(me(nta('];['/n/'];['pime@nta'];['010'];['CVCV1CCV'];['3'];['pikeman-pindust']
['pimp'];['pi(mp'];['/n/v/'];['pimp'];['0'];['CVCC'];['1'];['pikeman-pindust']
['pimpernel'];['pi(mpe(rni(l'];['/n/'];['pi@mpernel'];['100'];['CV1CCVCCVC'];['3'];['pikeman-pindust']
['pimping'];['pi(mpi(n'];['/n/adj/'];['pi@mping'];['10'];['CV1CCVCC'];['2'];['pikeman-pindust']
['pimple'];['pi(mpl'];['/n/'];['pi@mple'];['1'];['CV1CCCV'];['1'];['pikeman-pindust']
['pimpled'];['pi(mpli(d'];['/adj/'];['pi@mpled'];['10'];['CV1CCCVC'];['2'];['pikeman-pindust']
['pin'];['pee(n'];['/n/v/'];['pin'];['0'];['CVC'];['1'];['pikeman-pindust']
['pincase'];['pee(nkaiss'];['/n/'];['pi@ncase'];['10'];['CV1CCVCV'];['2'];['pikeman-pindust']
['pincers'];['pi(nsi(rz'];['/n/'];['pi@ncers'];['10'];['CV1CCVCC'];['2'];['pikeman-pindust']
['pinch'];['pi(nsh'];['/n/v/'];['pinch'];['0'];['CVCCC'];['1'];['pikeman-pindust']
['pinchfist'];['pi(nshfi(st'];['/n/'];['pi@nchfist'];['10'];['CV1CCCCVCC'];['2'];['pikeman-pindust']
['pinchpenny'];['pi(nshpe(ny('];['/n/'];['pi@nchpenny'];['100'];['CV1CCCCVCCV'];['3'];['pikeman-pindust']
['pincushion'];['pee(nku(shu(n'];['/n/'];['pi@ncushion'];['100'];['CV1CCVCCVVC'];['3'];['pikeman-pindust']
['pindust'];['pee(ndu(st'];['/n/'];['pi@ndust'];['10'];['CV1CCVCC'];['2'];['pikeman-pindust']
['pine'];['pi)n'];['/n/v/'];['pine'];['0'];['CVCV'];['1'];['pine-pish']
['pineapple'];['pi)na(pl'];['/n/'];['pi@neapple'];['10'];['CV1CVVCCCV'];['2'];['pine-pish']
['pineal'];['pi)neel'];['/adj/'];['pi@neal'];['10'];['CV1CVVC'];['2'];['pine-pish']
['pinfold'];['pi(nfou*ld'];['/n/'];['pi@nfold'];['10'];['CV1CCVCC'];['2'];['pine-pish']
['pingle'];['pi(ngl'];['/n/v/'];['pi@ngle'];['1'];['CV1CCCV'];['1'];['pine-pish']
['pinmoney'];['pee(nmu(ny('];['/n/'];['pi@nmoney'];['100'];['CV1CCVCVV'];['3'];['pine-pish']
['pinguid'];['pi(ngwi(d'];['/adj/'];['pi@nguid'];['10'];['CV1CCVVC'];['2'];['pine-pish']
['pinhole'];['pee(nho)l'];['/n/'];['pi@nhole'];['10'];['CV1CCVCV'];['2'];['pine-pish']
['pinion'];['pi(nyu(n'];['/n/v/'];['pi@nion'];['10'];['CV1CVVC'];['2'];['pine-pish']
['pink'];['pink'];['/n/v/'];['pink'];['0'];['CVCC'];['1'];['pine-pish']
['pinmaker'];['pee(nmaiki(r'];['/n/'];['pi@nmaker'];['100'];['CV1CCVCVC'];['3'];['pine-pish']
['pinnace'];['pi(ni(ss'];['/n/'];['pi@nnace'];['10'];['CV1CCVCV'];['2'];['pine-pish']
['pinnacle'];['pi(ni(kl'];['/n/'];['pi@nnacle'];['10'];['CV1CCVCCV'];['2'];['pine-pish']
['pinner'];['pi(ni(r'];['/n/'];['pi@nner'];['10'];['CV1CCVC'];['2'];['pine-pish']
['pint'];['pi)nt'];['/n/'];['pint'];['0'];['CVCC'];['1'];['pine-pish']
['pioneer'];['pi)oneer'];['/n/'];['pio@neer'];['010'];['CVV1CVVC'];['3'];['pine-pish']
['pioning'];['pi)o(ni(ng'];['/n/'];['pi@oning'];['100'];['CV1VCVCC'];['3'];['pine-pish']
['piony'];['pi)o(ny('];['/n/'];['pi@ony'];['100'];['CV1VCV'];['3'];['pine-pish']
['pious'];['pi)u(s'];['/adj/'];['pi@ous'];['10'];['CV1VVC'];['2'];['pine-pish']
['piously'];['pi)u(sly('];['/adv/'];['pi@ously'];['100'];['CV1VVCCV'];['3'];['pine-pish']
['pip'];['pi(p'];['/n/v/'];['pip'];['0'];['CVC'];['1'];['pine-pish']
['pipe'];['pi)p'];['/n/v/'];['pipe'];['0'];['CVCV'];['1'];['pine-pish']
['piper'];['pi)pi(r'];['/n/'];['pi@per'];['10'];['CV1CVC'];['2'];['pine-pish']
['pipetree'];['pi)ptree'];['/n/'];['pi@petree'];['10'];['CV1CVCCVV'];['2'];['pine-pish']
['piping'];['pi)pi(ng'];['/n/adv/'];['pi@ping'];['10'];['CV1CVCC'];['2'];['pine-pish']
['pipkin'];['pi(pki(n'];['/n/'];['pi@pkin'];['10'];['CV1CCVC'];['2'];['pine-pish']
['pippin'];['pi(pi(n'];['/n/'];['pi@ppin'];['10'];['CV1CCVC'];['2'];['pine-pish']
['piquant'];['pee(ka(nt'];['/adj/'];['pi@quant'];['10'];['CV1CVVCC'];['2'];['pine-pish']
['piquancy'];['pee(ka(nsy('];['/n/'];['pi@quancy'];['100'];['CV1CVVCCV'];['3'];['pine-pish']
['piquantly'];['pee(ka(ntly('];['/adv/'];['pi@quantly'];['100'];['CV1CVVCCCV'];['3'];['pine-pish']
['pique'];['pee(k'];['/n/v/'];['pique'];['0'];['CVCVV'];['1'];['pine-pish']
['piqueerer'];['pi(keeri(r'];['/n/'];['piquee@rer'];['010'];['CVCVVV1CVC'];['3'];['pine-pish']
['piquet'];['pee(ke(t'];['/n/'];['pique@t'];['01'];['CVCVV1C'];['2'];['pine-pish']
['piracy'];['pi)raissy('];['/n/'];['pi@racy'];['100'];['CV1CVCV'];['3'];['pine-pish']
['pirate'];['pi)rait'];['/n/v/'];['pi@rate'];['10'];['CV1CVCV'];['2'];['pine-pish']
['piratical'];['pi)ra(ti(ki(l'];['/adj/'];['pira@tical'];['0100'];['CVCV1CVCVC'];['4'];['pine-pish']
['piscation'];['pi(skaishu(n'];['/n/'];['pisca@tion'];['010'];['CVCCV1CVVC'];['3'];['pine-pish']
['piscary'];['pi(skai(ry('];['/n/'];['pi@scary'];['100'];['CV1CCVCV'];['3'];['pine-pish']
['piscatory'];['pi(skai(to(ry('];['/adj/'];['pi@scatory'];['1000'];['CV1CCVCVCV'];['4'];['pine-pish']
['piscivorous'];['pi(see(vu(ru(s'];['/adj/'];['pisci@vorous'];['0100'];['CVCCV1CVCVVC'];['4'];['pine-pish']
['pish'];['pi(sh'];['/interj/v/'];['pish'];['0'];['CVCC'];['1'];['pine-pish']
['pismire'];['pi(zmi)r'];['/n/'];['pi@smire'];['10'];['CV1CCVCV'];['2'];['pismire-placability']
['piss'];['pi(ss'];['/n/v/'];['piss'];['0'];['CVCC'];['1'];['pismire-placability']
['pissabed'];['pi(ssa(be(d'];['/n/'];['pi@ssabed'];['100'];['CV1CCVCVC'];['3'];['pismire-placability']
['pissburnt'];['pi(ssbu(rnt'];['/n/'];['pi@ssburnt'];['10'];['CV1CCCVCCC'];['2'];['pismire-placability']
['pistachio'];['pi(sta(sho('];['/n/'];['pista@chio'];['010'];['CVCCV1CCVV'];['3'];['pismire-placability']
['pistillation'];['pi(sti(laishu(n'];['/n/'];['pisti@llation'];['0100'];['CVCCV1CCVCVVC'];['4'];['pismire-placability']
['pistol'];['pi(stl'];['/n/'];['pi@stol'];['10'];['CV1CCVC'];['2'];['pismire-placability']
['pistole'];['pi(sto)l'];['/n/'];['pisto@le'];['01'];['CVCCV1CV'];['2'];['pismire-placability']
['pistolet'];['pi(sto)le(t'];['/n/'];['pi@stolet'];['100'];['CV1CCVCVC'];['3'];['pismire-placability']
['piston'];['pi(sto(n'];['/n/'];['pi@ston'];['10'];['CV1CCVC'];['2'];['pismire-placability']
['pit'];['pi(t'];['/n/'];['pit'];['0'];['CVC'];['1'];['pismire-placability']
['pitapat'];['pi(ta(pa(t'];['/n/'];['pitapat'];['000'];['CVCVCVC'];['3'];['pismire-placability']
['pitch'];['pi(tsh'];['/n/v/'];['pitch'];['0'];['CVCCC'];['1'];['pismire-placability']
['pitcher'];['pi(tshi(r'];['/n/'];['pi@tcher'];['10'];['CV1CCCVC'];['2'];['pismire-placability']
['pitchfork'];['pi(tshfo(rk'];['/n/'];['pi@tchfork'];['10'];['CV1CCCCVCC'];['2'];['pismire-placability']
['pitchiness'];['pi(tshi(ni(ss'];['/n/'];['pi@tchiness'];['100'];['CV1CCCVCVCC'];['3'];['pismire-placability']
['pitchy'];['pi(tshy('];['/adj/'];['pi@tchy'];['10'];['CV1CCCV'];['2'];['pismire-placability']
['pitcoal'];['pi(tko)l'];['/n/'];['pi@tcoal'];['10'];['CV1CCVVC'];['2'];['pismire-placability']
['piteous'];['pi(tyu(s'];['/adj/'];['pi@teous'];['10'];['CV1CVVVC'];['2'];['pismire-placability']
['piteously'];['pi(tyu(sly('];['/adv/'];['pi@teously'];['100'];['CV1CVVVCCV'];['3'];['pismire-placability']
['piteousness'];['pi(tyu(sni(ss'];['/n/'];['pi@teousness'];['100'];['CV1CVVVCCVCC'];['3'];['pismire-placability']
['pitfall'];['pi(tfawl'];['/n/'];['pi@tfall'];['10'];['CV1CCVCC'];['2'];['pismire-placability']
['pith'];['pi(th'];['/n/'];['pith'];['0'];['CVCC'];['1'];['pismire-placability']
['pithily'];['pi(thi(ly('];['/adv/'];['pi@thily'];['100'];['CV1CCVCV'];['3'];['pismire-placability']
['pithiness'];['pi(thi(ni(ss'];['/n/'];['pi@thiness'];['100'];['CV1CCVCVCC'];['3'];['pismire-placability']
['pithless'];['pi(thli(ss'];['/adj/'];['pi@thless'];['10'];['CV1CCCVCC'];['2'];['pismire-placability']
['pithy'];['pi(thy('];['/adj/'];['pi@thy'];['10'];['CV1CCV'];['2'];['pismire-placability']
['pitiable'];['pi(ti(i(bl'];['/adj/'];['pi@tiable'];['100'];['CV1CVVCCV'];['3'];['pismire-placability']
['pitiful'];['pi(ti(foo(l'];['/adj/'];['pi@tiful'];['100'];['CV1CVCVC'];['3'];['pismire-placability']
['pitifully'];['pi(ti(foo(ly('];['/adv/'];['pi@tifully'];['1000'];['CV1CVCVCCV'];['4'];['pismire-placability']
['pitifulness'];['pi(ti(foo(lni(ss'];['/n/'];['pi@tifulness'];['1000'];['CV1CVCVCCVCC'];['4'];['pismire-placability']
['pitilesly'];['pi(ti(li(sly('];['/adv/'];['pi@tilesly'];['1000'];['CV1CVCVCCV'];['4'];['pismire-placability']
['pitilesness'];['pi(ti(li(sni(ss'];['/n/'];['pi@tilesness'];['1000'];['CV1CVCVCCVCC'];['4'];['pismire-placability']
['pitiless'];['pi(ti(li(ss'];['/adj/'];['pi@tiless'];['100'];['CV1CVCVCC'];['3'];['pismire-placability']
['pittance'];['pi(ti(nss'];['/n/'];['pi@ttance'];['10'];['CV1CCVCCV'];['2'];['pismire-placability']
['pituitous'];['pi(teui(tu(s'];['/adj/'];['pitu@itous'];['0100'];['CVCV1VCVVC'];['4'];['pismire-placability']
['pity'];['pi(ty('];['/n/v/'];['pi@ty'];['10'];['CV1CV'];['2'];['pismire-placability']
['pivot'];['pi(vo(t'];['/n/'];['pi@vot'];['10'];['CV1CVC'];['2'];['pismire-placability']
['pix'];['pi(ks'];['/n/'];['pix'];['0'];['CVC'];['1'];['pismire-placability']
['placable'];['plaiki(bl'];['/adj/'];['pla@cable'];['10'];['CCV1CVCCV'];['2'];['pismire-placability']
['placability'];['plaika(bee(li(ty('];['/n/'];['placabi@lity'];['00100'];['CCVCVCV1CVCV'];['5'];['pismire-placability']
['placableness'];['plaiki(blni(ss'];['/n/'];['pla@cableness'];['1000'];['CCV1CVCCVCVCC'];['4'];['placableness-planimetry']
['placard'];['plaika%rd'];['/n/'];['placa@rd'];['01'];['CCVCV1CC'];['2'];['placableness-planimetry']
['placart'];['plaika%rt'];['/n/'];['placa@rt'];['01'];['CCVCV1CC'];['2'];['placableness-planimetry']
['placate'];['plaikait'];['/adj/v/'];['pla@cate'];['10'];['CCV1CVCV'];['2'];['placableness-planimetry']
['place'];['plaiss'];['/n/v/'];['place'];['0'];['CCVCV'];['1'];['placableness-planimetry']
['placer'];['plaisi(r'];['/n/'];['pla@cer'];['10'];['CCV1CVC'];['2'];['placableness-planimetry']
['placid'];['plaisi(d'];['/adj/'];['pla@cid'];['10'];['CCV1CVC'];['2'];['placableness-planimetry']
['placidly'];['plaisi(dly('];['/adv/'];['pla@cidly'];['100'];['CCV1CVCCV'];['3'];['placableness-planimetry']
['placit'];['plaisi(t'];['/n/'];['pla@cit'];['10'];['CCV1CVC'];['2'];['placableness-planimetry']
['placket'];['pla(ki(t'];['/n/'];['pla@cket'];['10'];['CCV1CCVC'];['2'];['placableness-planimetry']
['plagiarism'];['plaiji(a(ri(zm'];['/n/'];['pla@giarism'];['1000'];['CCV1CVVCVCC'];['4'];['placableness-planimetry']
['plagiary'];['plaiji(ai(ry('];['/n/'];['pla@giary'];['1000'];['CCV1CVVCV'];['4'];['placableness-planimetry']
['plague'];['plaig'];['/n/v/'];['plague'];['0'];['CCVCVV'];['1'];['placableness-planimetry']
['plaguily'];['plaigi(ly('];['/adv/'];['pla@guily'];['100'];['CCV1CVVCV'];['3'];['placableness-planimetry']
['plaguy'];['plaigy('];['/adj/'];['pla@guy'];['10'];['CCV1CVV'];['2'];['placableness-planimetry']
['plaice'];['plaiss'];['/n/'];['plaice'];['0'];['CCVVCV'];['1'];['placableness-planimetry']
['plaid'];['pla(d'];['/n/'];['plaid'];['0'];['CCVVC'];['1'];['placableness-planimetry']
['plain'];['plain'];['/a/n/v/'];['plain'];['0'];['CCVVC'];['1'];['placableness-planimetry']
['plaindealing'];['plaindeeli(ng'];['/adj/'];['plaindea@ling'];['010'];['CCVVCCVV1CVCC'];['3'];['placableness-planimetry']
['plainly'];['plainly('];['/adv/'];['pla@inly'];['10'];['CCV1VCCV'];['2'];['placableness-planimetry']
['plainness'];['plainni(ss'];['/n/'];['pla@inness'];['10'];['CCV1VCCVCC'];['2'];['placableness-planimetry']
['plaint'];['plaint'];['/n/'];['plaint'];['0'];['CCVVCC'];['1'];['placableness-planimetry']
['plaintful'];['plainfoo(l'];['/adj/'];['pla@intful'];['10'];['CCV1VCCCVC'];['2'];['placableness-planimetry']
['plaintiff'];['plainti(f'];['/n/'];['pla@intiff'];['10'];['CCV1VCCVCC'];['2'];['placableness-planimetry']
['plaintive'];['plainti(v'];['/adj/'];['pla@intive'];['10'];['CCV1VCCVCV'];['2'];['placableness-planimetry']
['plainwork'];['plainwu(rk'];['/n/'];['pla@inwork'];['10'];['CCV1VCCVCC'];['2'];['placableness-planimetry']
['plait'];['plait'];['/n/v/'];['plait'];['0'];['CCVVC'];['1'];['placableness-planimetry']
['plaiter'];['plaiti(r'];['/n/'];['plai@ter'];['10'];['CCVV1CVC'];['2'];['placableness-planimetry']
['plan'];['pla(n'];['/n/v/'];['plan'];['0'];['CCVC'];['1'];['placableness-planimetry']
['planched'];['pla(nshi(d'];['/ved/'];['pla@nched'];['10'];['CCV1CCCVC'];['2'];['placableness-planimetry']
['plancher'];['pla(nshi(r'];['/n/'];['pla@ncher'];['10'];['CCV1CCCVC'];['2'];['placableness-planimetry']
['planching'];['pla(nshi(ng'];['/ved/'];['pla@nching'];['10'];['CCV1CCCVCC'];['2'];['placableness-planimetry']
['plane'];['plain'];['/n/v/'];['plane'];['0'];['CCVCV'];['1'];['placableness-planimetry']
['plane-tree'];['plaintree'];['/n/'];['plane-tree'];[];[];[];[]
['planet'];['pla(ni(t'];['/n/'];['pla@net'];['10'];['CCV1CVC'];['2'];['placableness-planimetry']
['planetary'];['pla(ni(tairy('];['/adj/'];['pla@netary'];['1000'];['CCV1CVCVCV'];['4'];['placableness-planimetry']
['planetical'];['pla(ne(ti(ki(l'];['/adj/'];['plane@tical'];['0100'];['CCVCV1CVCVC'];['4'];['placableness-planimetry']
['planetstruk'];['pla(ni(tstru(k'];['/n/'];['plane@tstruk'];['010'];['CCVCV1CCCCVC'];['3'];['placableness-planimetry']
['planifolious'];['pla(ni(fo)lyu(s'];['/adj/'];['planifo@lious'];['0010'];['CCVCVCV1CVVVC'];['4'];['placableness-planimetry']
['planimetrical'];['pla(ni(me(tri(ki(l'];['/adj/'];['planime@trical'];['00100'];['CCVCVCV1CCVCVC'];['5'];['placableness-planimetry']
['planimetry'];['pla(nee(mi(try('];['/n/'];['plani@metry'];['0100'];['CCVCV1CVCCV'];['4'];['placableness-planimetry']
['planipetalous'];['pla(ni(pee(ta(lu(s'];['/adj/'];['planipe@talous'];['00100'];['CCVCVCV1CVCVVC'];['5'];['planipetalous-playhouse']
['planish'];['pla(ni(sh'];['/v/'];['pla@nish'];['10'];['CCV1CVCC'];['2'];['planipetalous-playhouse']
['planisphere'];['pla(ni(sfeer'];['/n/'];['pla@nisphere'];['100'];['CCV1CVCCCVCV'];['3'];['planipetalous-playhouse']
['plank'];['plank'];['/n/v/'];['plank'];['0'];['CCVCC'];['1'];['planipetalous-playhouse']
['planoconical'];['plai(no)ko(ni(ki(l'];['/adj/'];['planoco@nical'];['00100'];['CCVCVCV1CVCVC'];['5'];['planipetalous-playhouse']
